price,rating,title,brand,display_size,calling,heart_monitor,battery_days
1588,0.0,NKL Monitor Smart Watch for Men,0,6.42816,0,0,10
1350,0.0,NKL Monitor Bluetooth Calling Smartwatch,0,6.42816,1,0,12
1960,0.0,NKL Smartwatch i8 Pro Max Watch Series 7 Bluetooth,0,6.42816,0,0,11
449,3.3,MKADE ID 116 WATCH,0,6.42816,0,0,10
1710,3.2,NKL Heart Rate Monitor Calling Smartwatch,0,6.42816,1,1,12
1814,0.0,NKL Newly 55+ Smart Watch Monitor Activity,0,6.42816,0,0,7
1797,0.0,NKL Newly Smart Watch Metal Stronger,0,6.42816,0,0,5
1795,0.0,NKL Smartwatch 030 Watch Series 7 Bluetooth,0,6.42816,0,0,9
1795,0.0,NKL Look 55 Full Display Smart Watch Loading,0,6.42816,0,0,8
1795,0.0,NKL Smartwatch 050 Watch Series 7 Bluetooth,0,6.42816,0,0,5
1795,0.0,NKL Full Heart Rate 55 +Smart Watch,0,6.42816,0,1,14
1099,5.3,Add to Compare,0,6.42816,0,0,6
1499,1.8,Add to Compare,0,6.42816,0,0,12
1795,0.0,NKL 500+ Smart Watch App Loading Monitor,0,6.42816,0,0,9
1795,0.0,NKL Smartwatch 025 Watch Series 7 Bluetooth,0,6.42816,0,0,11
1328,3.5,Add to Compare,0,6.42816,0,0,6
1795,0.0,NKL Latest Smart 500 Watch Monitor Activity,0,6.42816,0,0,7
3999,3.7,Currently unavailable,0,6.42816,0,0,13
8999,4.3,Currently unavailable,0,6.42816,0,0,7
2999,1.4,Currently unavailable,0,6.42816,0,0,13
697,0.0,Add to Compare,0,6.42816,0,0,12
1318,3.7,Add to Compare,0,6.42816,0,0,14
7999,3.4,Currently unavailable,0,6.42816,0,0,9
1328,3.9,Add to Compare,0,6.42816,0,0,9
1334,3.5,Add to Compare,0,6.42816,0,0,13
2799,4.2,Currently unavailable,0,6.42816,0,0,5
4599,4.2,Currently unavailable,0,6.42816,0,0,10
1328,3.3,Add to Compare,0,6.42816,0,0,14
1349,3.7,Add to Compare,0,6.42816,0,0,7
388,3.7,Currently unavailable,0,6.42816,0,0,5
14999,4.4,Currently unavailable,0,6.42816,0,0,6
2999,2.7,Currently unavailable,0,6.42816,0,0,13
2936,3.6,Currently unavailable,0,6.42816,0,0,6
358,0.0,Currently unavailable,0,6.42816,0,0,13
1299,3.1,Currently unavailable,0,6.42816,0,0,11
299,3.3,Currently unavailable,0,6.42816,0,0,7
551,0.0,Currently unavailable,0,6.42816,0,0,8
1699,4.2,Currently unavailable,0,6.42816,0,0,9
3668,3.7,Currently unavailable,0,6.42816,0,0,13
2199,3.6,Currently unavailable,0,6.42816,0,0,14
779,2.5,Currently unavailable,0,6.42816,0,0,6
551,3.3,Currently unavailable,0,6.42816,0,0,13
1349,1.7,Currently unavailable,0,6.42816,0,0,5
840,2.3,Currently unavailable,0,6.42816,0,0,5
368,3.6,Currently unavailable,0,6.42816,0,0,7
1899,4.3,Currently unavailable,0,6.42816,0,0,6
353,3.5,Currently unavailable,0,6.42816,0,0,9
899,2.7,Currently unavailable,0,6.42816,0,0,6
599,0.0,Currently unavailable,0,6.42816,0,0,12
342,3.1,Currently unavailable,0,6.42816,0,0,12
1999,3.3,Currently unavailable,0,6.42816,0,0,11
319,3.4,Currently unavailable,0,6.42816,0,0,9
2499,3.5,Currently unavailable,0,6.42816,0,0,6
442,0.0,Currently unavailable,0,6.42816,0,0,6
373,3.2,Currently unavailable,0,6.42816,0,0,12
3099,4.3,Currently unavailable,0,6.42816,0,0,9
